image,capture_time,gps_latitude,gps_longitude,title,caption,export_tags,export_galleries
20100731@184752,2010-07-31T16:47:52.30,43.70793475,13.1316232666667,"Threshed fields in the hills around Senigallia","Threshed fields in the hills around Senigallia.",2010-07-31|2010-07|2010|Roncitelli|Ancona|Marche|Italy|Europe|summer|afternoon|hill|field|countryside|yellow|threshed|field|countryside|Senigallia|Ancona|Marche|Italy|Europe,"Senigallia Hills|Timeline 2010"
20100810@135504,2010-08-10T11:55:04.20,,,"Blood on the center line","Blood on the center line. Turned down glass with ice cubes and blood spilling on the center line of a road.","2010-08-10|2010-08|2010|red|white|still life|driving|drinking|centerlines|road|blood|glass|ice|alcohol|drinking","Timeline 2010"
20100810@135918,2010-08-10T11:59:18.20,,,"Blood on the center line","Blood on the center line. Turned down glass with ice cubes and blood spilling on the center line of a road.","2010-08-10|2010-08|2010|red|white|still life|driving|drinking|centerlines|road|blood|glass|ice|alcohol|drinking","Timeline 2010"
20100811@183227,2010-08-11T16:32:27.80,,,"I don't smoke","I don't smoke. Hand of a child who rejects the cigarette offered by a man's hand",2010-08-11|2010-08|2010|hand|child|stopping|black|white|cigarette|smoking,"Timeline 2010"
20101216@081137,2010-12-16T08:11:37.00,43.7195359666667,13.22065115,"Senigallia under the snow","Senigallia under the snow.",2010-12-16|2010-12|2010|winter|morning|snow|harbor|lighthouse|Adriatic|Mediterranean|sea|Senigallia|Ancona|Marche|Italy|Europe,"Senigallia City and Seaside|Timeline 2010"
20101216@081940,2010-12-16T08:19:40.10,43.7195359666667,13.22065115,"Senigallia under the snow","Senigallia under the snow.","2010-12-16|2010-12|2010|winter|morning|snow|harbor|street lamp|shore operated stationary lift net|lift net|fishing net|lighthouse|Adriatic|Mediterranean|sea|Senigallia|Ancona|Marche|Italy|Europe","Senigallia City and Seaside|Timeline 2010"
20101216@082347,2010-12-16T08:23:47.20,43.7195359666667,13.22065115,"Senigallia under the snow","Senigallia under the snow.","2010-12-16|2010-12|2010|winter|morning|snow|beach|Rotonda a mare|Senigallia|Ancona|Marche|Italy|Europe|cloud|walking|Adriatic|Mediterranean|sea|Senigallia|Ancona|Marche|Italy|Europe","Senigallia City and Seaside|Timeline 2010"
20101216@082723,2010-12-16T08:27:23.60,43.7195359666667,13.22065115,"Senigallia under the snow","Senigallia under the snow.","2010-12-16|2010-12|2010|winter|morning|snow|beach|cloud|wave|Monte Conero|Ancona|Marche|Italy|Europe|Adriatic|Mediterranean|sea|Senigallia|Ancona|Marche|Italy|Europe","Senigallia City and Seaside|Timeline 2010"
20110603@101944,2011-06-03T10:19:44,43.7207766666667,13.2211766666667,"The first bath of June","The first bath of June.",2011-06-03|2011-06|2011|beach|Adriatic|Mediterranean|sea|wave|summer|morning|Senigallia|Ancona|Marche|Italy|Europe|bathing,"Senigallia City and Seaside|Timeline 2011"
20110616@124708,2011-06-16T12:47:08,39.753525,16.491155,"Sun through beach umbrella","Sun through beach umbrella.","2011-06-16|2011-06|2011|Marina di Sibari|Sibari|Calabria|Italy|Europe|summer|morning|beach|sea|beach umbrella|sun|outdoor|backlight","Timeline 2011"
20110616@125350,2011-06-16T12:53:50,39.753525,16.491155,"Watering can on the beach","Watering can on the beach.","2011-06-16|2011-06|2011|Marina di Sibari|Sibari|Calabria|Italy|Europe|summer|morning|beach|sea|Adriatic|Mediterranean|sea|fucsia|watering can|toy","Timeline 2011"
20110808@142754,2011-08-08T14:27:54,43.7044291333333,13.18716645,"Senigallia Cemetery Entrance","Senigallia Cemetery Entrance. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|gate|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@142922,2011-08-08T14:29:22,43.7044291333333,13.18716645,"Columbarium behind Mausoleums Grove","Columbarium behind Mausoleums Grove. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|tomb|colombarium|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@143132,2011-08-08T14:31:32,43.7044291333333,13.18716645,"The Adami-Manara Family Mausoleum Gate","The Adami-Manara Family Mausoleum Gate. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|gate|mausoleum|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@143626,2011-08-08T14:36:26,43.7044291333333,13.18716645,"Columbarium behind Mausoleums Grove","Columbarium behind Mausoleums Grove. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|tomb|colombarium|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@143752,2011-08-08T14:37:52,43.7044291333333,13.18716645,"The Tacchi Family Mausoleum Gate","The Tacchi Family Mausoleum Gate. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|gate|mausoleum|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@143924,2011-08-08T14:39:24,43.7044291333333,13.18716645,"The Angeloni Family Mausoleum Gate","The Angeloni Family Mausoleum Gate. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|gate|mausoleum|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@144023,2011-08-08T14:40:23,43.7044291333333,13.18716645,"The Girolimini Family Mausoleum Gate","The Girolimini Family Mausoleum Gate. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|gate|mausoleum|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@144154,2011-08-08T14:41:54,43.7044291333333,13.18716645,"Fallen flowers","Fallen flowers. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|flower|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@144228,2011-08-08T14:42:28,43.7044291333333,13.18716645,"The Battaglia Family Grave","The Battaglia Family Grave. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|statue|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@144634,2011-08-08T14:46:34,43.7044291333333,13.18716645,"The Benedetti Forastieri Family Grave","The Benedetti Forastieri Family Grave. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@144752,2011-08-08T14:47:52,43.7044291333333,13.18716645,"Liberty Columbarium","Liberty Columbarium. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|tomb|colombarium|flower|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@145016,2011-08-08T14:50:16,43.7044291333333,13.18716645,"Liberty Columbarium","Liberty Columbarium. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|tomb|colombarium|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@145057,2011-08-08T14:50:57,43.7044291333333,13.18716645,"Parched Flowers","Parched Flowers. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|tomb|colombarium|flower|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@145137,2011-08-08T14:51:37,43.7044291333333,13.18716645,"Liberty Columbarium","Liberty Columbarium. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|tomb|colombarium|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@145239,2011-08-08T14:52:39,43.7044291333333,13.18716645,"Liberty Columbarium","Liberty Columbarium. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|tomb|colombarium|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@145412,2011-08-08T14:54:12,43.7044291333333,13.18716645,"Liberty Columbarium","Liberty Columbarium. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|tomb|colombarium|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@145613,2011-08-08T14:56:13,43.7044291333333,13.18716645,"Chained Flowers","Chained Flowers. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|flower|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@145643,2011-08-08T14:56:43,43.7044291333333,13.18716645,"Tinted Bush","Tinted Bush. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|flower|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@150020,2011-08-08T15:00:20,43.7044291333333,13.18716645,"The Angeloni-Sollazzi Family Grave","The Angeloni-Sollazzi Family Grave. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|decoration|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@150343,2011-08-08T15:03:43,43.7044291333333,13.18716645,"Flowers in the Glass Pot","Flowers in the Glass Pot. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|flower|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@150548,2011-08-08T15:05:48,43.7044291333333,13.18716645,"Green Flowers","Green Flowers. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|flower|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@150948,2011-08-08T15:09:48,43.7044291333333,13.18716645,"Count Pietro Benedetti Grave","Count Pietro Benedetti Grave. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|decoration|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@151026,2011-08-08T15:10:26,43.7044291333333,13.18716645,"Count Pietro Benedetti Grave","Count Pietro Benedetti Grave. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|decoration|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@151344,2011-08-08T15:13:44,43.7044291333333,13.18716645,"The Fantini Family Grave","The Fantini Family Grave. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|decoration|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@151435,2011-08-08T15:14:35,43.7044291333333,13.18716645,"The Fantini Family Grave","The Fantini Family Grave. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|decoration|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@151526,2011-08-08T15:15:26,43.7044291333333,13.18716645,"Grew on Rocks","Grew on Rocks. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@151634,2011-08-08T15:16:34,43.7044291333333,13.18716645,"The Francesco Canducci Family Grave","The Francesco Canducci Family Grave. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|decoration|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@151829,2011-08-08T15:18:29,43.7044291333333,13.18716645,"The Hills around Senigallia","The Hills around Senigallia. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|mausoleum|cypresses|tree|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@152154,2011-08-08T15:21:54,43.7044291333333,13.18716645,"The Town of Senigallia and the Seaside","The Town of Senigallia and the Seaside. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|Adriatic|Mediterranean|sea|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@152516,2011-08-08T15:25:16,43.7044291333333,13.18716645,"The Becci-Pergolesi Family Mausoleum Gate","The Becci-Pergolesi Family Mausoleum Gate. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|gate|mausoleum|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@152756,2011-08-08T15:27:56,43.7044291333333,13.18716645,Erected,"Erected. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|gate|mausoleum|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@153043,2011-08-08T15:30:43,43.7044291333333,13.18716645,"Mausoleum without a Name","Mausoleum without a Name. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|gate|mausoleum|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@154557,2011-08-08T15:45:57,43.7044291333333,13.18716645,"The Clari Family Mausoleum Gate","The Clari Family Mausoleum Gate. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|gate|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@154615,2011-08-08T15:46:15,43.7044291333333,13.18716645,"The Clari Family Mausoleum Gate","The Clari Family Mausoleum Gate. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|gate|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@154757,2011-08-08T15:47:57,43.7044291333333,13.18716645,"Marietta Sbarbati Grave","Marietta Sbarbati Grave. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|grave|decoration|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20110808@154944,2011-08-08T15:49:44,43.7044291333333,13.18716645,"Columbarium behind Mausoleums Grove","Columbarium behind Mausoleums Grove. Senigallia cemetery is a monumental cemetery that dates back to the second half of the 19th century. It covers the slopes of one of the hills that surround the town and walking trough its rows is of visual and historic interest.","2011-08-08|2011-08|2011|San Gaudenzio|Senigallia|Ancona|Marche|Italy|Europe|cemetery|summer|afternoon|tomb|colombarium|flower|SoFoBoMo2011|SenigalliaCemetery|Book","Book Senigallia Cemetery|Timeline 2011"
20111026@114501,2011-10-26T11:45:01,43.7174066666667,13.216845,"Autumn vine","Autumn vine. Autumn vine covering an old door.",2011-10-26|2011-10|2011|Senigallia|Ancona|Marche|Italy|Europe|fall|morning|leaf|red|orange|green|wood|door|paint,"Senigallia City and Seaside|Timeline 2011"
20111026@115634,2011-10-26T11:56:34,43.7174066666667,13.216845,"Autumn vine","Autumn vine. Autumn vine covering an old door.",2011-10-26|2011-10|2011|Senigallia|Ancona|Marche|Italy|Europe|fall|morning|leaf|red|orange|green|wood|door|paint,"Senigallia City and Seaside|Timeline 2011"
20111026@115849,2011-10-26T11:58:49,43.7174066666667,13.216845,"Autumn vine","Autumn vine. Autumn vine covering an old door.",2011-10-26|2011-10|2011|Senigallia|Ancona|Marche|Italy|Europe|fall|morning|leaf|red|orange|green|wood|door|paint,"Senigallia City and Seaside|Timeline 2011"
20111026@115934,2011-10-26T11:59:34,43.7174066666667,13.216845,"Autumn vine","Autumn vine. Autumn vine covering an old door.",2011-10-26|2011-10|2011|Senigallia|Ancona|Marche|Italy|Europe|fall|morning|leaf|red|orange|green|wood|door|paint,"Senigallia City and Seaside|Timeline 2011"
20111112@125631,2011-11-12T12:56:31,42.85347355,13.5775995333333,"Stacked shallots","Stacked shallots. Close up of shallots stacked on a market shelf.","2011-11-12|2011-11|2011|Ascoli Piceno|Marche|Italy|Europe|fall|morning|market|shallot|orange","Timeline 2011"
20120409@124411,2012-04-09T12:44:11,43.4036639166667,12.9530069166667,"Cave of the Hermitage of Saint Mary","Cave of the Hermitage of Saint Mary.","2012-04-09|2012-04|2012|Rosenga|Genga Stazione|Ancona|Marche|Italy|Europe|spring|morning|mountain|cave","Timeline 2012"
20120409@124624,2012-04-09T12:46:24,43.4036639166667,12.9530069166667,"Valadier's Temple","Valadier's Temple.","2012-04-09|2012-04|2012|Rosenga|Genga Stazione|Ancona|Marche|Italy|Europe|spring|morning|mountain|church|cave","Timeline 2012"
20120422@190539,2012-04-22T19:05:39,43.7281539833333,13.1581395833333,"Scapezzano Hills","Scapezzano Hills.",2012-04-22|2012-04|2012|green|hill|tree|cloud|spring|afternoon|sunset|Scapezzano|Ancona|Marche|Italy|Europe|Tenset,"Portfolio|Timeline 2012"
20120428@125206,2012-04-28T12:52:06.10,,,"Vine on a wall","Vine on a wall.","2012-04-28|2012-04|2012|Parthenocissus tricuspidata|vine|spring","Timeline 2012"
20120430@115845,2012-04-30T11:58:45.10,,,"Lemon tree in blossom","Lemon tree in blossom. Close up of white lemon flowers with pink buds.",2012-04-30|2012-04|2012|flower|white|green|leaf|lemon|tree|spring|pink|blossoming,"Timeline 2012"
20120430@120049,2012-04-30T12:00:49.00,,,"Lemon tree in blossom","Lemon tree in blossom. Close up of white lemon flowers with pink buds.",2012-04-30|2012-04|2012|flower|white|green|leaf|lemon|tree|spring|pink|blossoming,"Timeline 2012"
20120430@120406,2012-04-30T12:04:06.00,,,"Lemon tree in blossom","Lemon tree in blossom. Close up of white lemon flowers with pink buds.",2012-04-30|2012-04|2012|flower|white|green|leaf|lemon|tree|spring|pink|blossoming,"Timeline 2012"
20120430@121033,2012-04-30T12:10:33.00,,,"Lemon tree in blossom","Lemon tree in blossom. Close up of white lemon flowers with pink buds.",2012-04-30|2012-04|2012|flower|white|green|leaf|lemon|tree|spring|pink|blossoming,"Timeline 2012"
20120804@155213,2012-08-04T15:52:13.70,43.7218611111117,13.217169444445,"Aerobatics in Senigallia","Aerobatics in Senigallia. Aerobatics exhibition in Senigallia, with the participation of Frecce Tricolori.",2012-08-04|2012-08|2012|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|beach|flying|blue|sky|outdoor|airplane|aerobatics,"Senigallia City and Seaside|Timeline 2012"
20120804@155638,2012-08-04T15:56:38.50,43.7218611111117,13.217169444445,"Aerobatics in Senigallia","Aerobatics in Senigallia. Aerobatics exhibition in Senigallia, with the participation of Frecce Tricolori.",2012-08-04|2012-08|2012|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|beach|flying|blue|sky|outdoor|airplane|aerobatics,"Senigallia City and Seaside|Timeline 2012"
20120804@160343,2012-08-04T16:03:43.10,43.7218611111117,13.217169444445,"Aerobatics in Senigallia","Aerobatics in Senigallia. Aerobatics exhibition in Senigallia, with the participation of Frecce Tricolori.",2012-08-04|2012-08|2012|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|beach|flying|blue|sky|outdoor|airplane|aerobatics,"Senigallia City and Seaside|Timeline 2012"
20120804@160529,2012-08-04T16:05:29.10,43.7218611111117,13.217169444445,"Aerobatics in Senigallia","Aerobatics in Senigallia. Aerobatics exhibition in Senigallia, with the participation of Frecce Tricolori.",2012-08-04|2012-08|2012|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|beach|flying|blue|sky|outdoor|airplane|aerobatics,"Senigallia City and Seaside|Timeline 2012"
20120804@160542,2012-08-04T16:05:42.10,43.7218611111117,13.217169444445,"Aerobatics in Senigallia","Aerobatics in Senigallia. Aerobatics exhibition in Senigallia, with the participation of Frecce Tricolori.",2012-08-04|2012-08|2012|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|beach|flying|blue|sky|outdoor|airplane|aerobatics,"Senigallia City and Seaside|Timeline 2012"
20120804@161049,2012-08-04T16:10:49.20,43.7218611111117,13.217169444445,"Aerobatics in Senigallia","Aerobatics in Senigallia. Aerobatics exhibition in Senigallia, with the participation of Frecce Tricolori.",2012-08-04|2012-08|2012|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|beach|flying|blue|sky|outdoor|airplane|aerobatics,"Senigallia City and Seaside|Timeline 2012"
20120804@161208,2012-08-04T16:12:08.00,43.7218611111117,13.217169444445,"Aerobatics in Senigallia","Aerobatics in Senigallia. Aerobatics exhibition in Senigallia, with the participation of Frecce Tricolori.",2012-08-04|2012-08|2012|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|beach|flying|blue|sky|outdoor|airplane|aerobatics,"Senigallia City and Seaside|Timeline 2012"
20120804@161339,2012-08-04T16:13:39.80,43.7218611111117,13.217169444445,"Aerobatics in Senigallia","Aerobatics in Senigallia. Aerobatics exhibition in Senigallia, with the participation of Frecce Tricolori.",2012-08-04|2012-08|2012|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|beach|flying|blue|sky|outdoor|airplane|aerobatics,"Senigallia City and Seaside|Timeline 2012"
20120804@161430,2012-08-04T16:14:30.90,43.7218611111117,13.217169444445,"Aerobatics in Senigallia","Aerobatics in Senigallia. Aerobatics exhibition in Senigallia, with the participation of Frecce Tricolori.",2012-08-04|2012-08|2012|summer|afternoon|Senigallia|Ancona|Marche|Italy|Europe|beach|flying|blue|sky|outdoor|airplane|aerobatics,"Senigallia City and Seaside|Timeline 2012"
