image,capture_time,gps_latitude,gps_longitude,title,caption,export_tags,export_galleries
20121226@131244,2012-12-26T13:12:44.000,43.7226527666667,13.2219666666667,"Running at the harbor",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|Senigallia harbor|morning|winter|Book|SenigalliaMareCollina|running","||Book Senigallia Mare Collina|Senigallia City and Seaside"
20121229@154517,2012-12-29T15:45:17.000,43.7220027666667,13.2223,"Lift net",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|fishing net|lift net|shore operated stationary lift net|afternoon|winter|sea|Mediterranean|Adriatic|Book|SenigalliaMareCollina","||Book Senigallia Mare Collina|Senigallia City and Seaside"
20121229@154704,2012-12-29T15:47:04.000,43.7220027666667,13.2223,"Sup surfing",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|outdoor|seascape|afternoon|winter|sea|Mediterranean|Adriatic|surf|paddle|sup,"||Senigallia City and Seaside"
20121229@155522,2012-12-29T15:55:22.000,43.7220027666667,13.2223,"Sup surfing",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|outdoor|seascape|afternoon|winter|sea|Mediterranean|Adriatic|surf|paddle|sup,"||Portfolio|Senigallia City and Seaside"
20121229@155835,2012-12-29T15:58:35.000,43.7220027666667,13.2223,"Sup surfing",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|outdoor|seascape|afternoon|winter|Europe|Italy|Marche|Ancona|Monte Conero|sea|Mediterranean|Adriatic|Book|SenigalliaMareCollina|surf|paddle|sup","||Book Senigallia Mare Collina|Senigallia City and Seaside"
20121229@161209,2012-12-29T16:12:09.000,43.72253055,13.2219888666667,"Golden hour in Senigallia harbor",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|yellow|lighthouse|red|fishing net|lift net|shore operated stationary lift net|afternoon|winter|walking|Book|SenigalliaMareCollina","||Book Senigallia Mare Collina|Senigallia City and Seaside"
20121229@161338,2012-12-29T16:13:38.000,43.72253055,13.2219888666667,"Cycling at the harbor",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|afternoon|winter|walking|sea|Mediterranean|Adriatic|bicycling|Book|SenigalliaMareCollina,"||Book Senigallia Mare Collina|Senigallia City and Seaside"
20121229@161533,2012-12-29T16:15:33.000,43.72253055,13.2219888666667,"Walking at the harbor",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|afternoon|winter|walking|Europe|Italy|Marche|Ancona|Monte Conero|sea|Mediterranean|Adriatic|Book|SenigalliaMareCollina","||Book Senigallia Mare Collina|Senigallia City and Seaside"
20121229@162027,2012-12-29T16:20:27.000,43.72253055,13.2219888666667,"Looking down",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|yellow|lighthouse|red|fishing net|lift net|shore operated stationary lift net|afternoon|winter|sea|Mediterranean|Adriatic|Book|SenigalliaMareCollina","||Book Senigallia Mare Collina|Senigallia City and Seaside"
20121231@113845,2012-12-31T11:38:45.000,43.7206138833333,13.2210111,"Sup surfing",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|morning|winter|sea|Mediterranean|Adriatic|Europe|Italy|Marche|Ancona|Senigallia|Rotonda a mare|sup","||Senigallia City and Seaside"
20121231@113949,2012-12-31T11:39:49.000,43.7206138833333,13.2210111,"Sup surfing",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|morning|winter|sea|Mediterranean|Adriatic|sup,"||Senigallia City and Seaside"
20130104@150152,2013-01-04T15:01:52.000,43.7202333,13.22091945,"Searching for clamshells",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|cloud|beach|morning|winter|sea|Mediterranean|Adriatic|Europe|Italy|Marche|Ancona|Senigallia|Rotonda a mare|Book|SenigalliaMareCollina","||Book Senigallia Mare Collina|Senigallia City and Seaside"
20130104@151201,2013-01-04T15:12:01.000,43.7213416666667,13.2219611,Seascape,,|harbor|Europe|Italy|Marche|Ancona|Senigallia|outdoor|seascape|cloud|morning|winter|sea|Mediterranean|Adriatic|Book|SenigalliaMareCollina,"||Book Senigallia Mare Collina|Seascape|Senigallia City and Seaside"
20130105@162004,2013-01-05T16:20:04.000,43.7185861,13.2199722166667,"Harbor reflections",,|harbor|boat|Europe|Italy|Marche|Ancona|Senigallia|afternoon|winter|chimney|Book|SenigalliaMareCollina,"||Book Senigallia Mare Collina|Senigallia City and Seaside"
20130105@162254,2013-01-05T16:22:54.000,43.7197583,13.22021385,"Harbor reflections",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|afternoon|winter|Book|SenigalliaMareCollina,"||Book Senigallia Mare Collina|Senigallia City and Seaside"
20130105@163022,2013-01-05T16:30:22.000,43.7203361,13.22103055,"Searching for clamshells",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|beach|afternoon|winter|Europe|Italy|Marche|Ancona|Monte Conero|sea|Mediterranean|Adriatic|Book|SenigalliaMareCollina","||Book Senigallia Mare Collina|Senigallia City and Seaside"
20130105@163050,2013-01-05T16:30:50.000,43.7203360833333,13.22103055,Seascape,,|harbor|outdoor|seascape|afternoon|winter|sea|Mediterranean|Adriatic,"||Portfolio|Seascape|Senigallia City and Seaside"
20130105@163105,2013-01-05T16:31:05.000,43.7203361,13.22103055,"A beautiful winter afternoon",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|lighthouse|street lamp|afternoon|winter|sea|Mediterranean|Adriatic|Book|SenigalliaMareCollina","||Book Senigallia Mare Collina|Senigallia City and Seaside"
20130105@163205,2013-01-05T16:32:05.000,43.7227194333333,13.22264445,"Pink sky",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|outdoor|seascape|afternoon|winter|Europe|Italy|Marche|Ancona|Monte Conero|sea|Mediterranean|Adriatic|Book|SenigalliaMareCollina","||Book Senigallia Mare Collina|Senigallia City and Seaside"
20130714@141431,2013-07-14T15:14:31.000,43.7076866,13.13215965,"Threshed fields in the hills around Senigallia",,|Europe|Italy|Marche|Ancona|Senigallia|yellow|afternoon|summer|hill|tree|countryside|field|threshed,"||Senigallia Hills"
20130714@141938,2013-07-14T15:19:38.000,43.7078397166667,13.1319051333333,"Two trees and a green hill",,|Europe|Italy|Marche|Ancona|Senigallia|green|afternoon|summer|hill|tree|flower|sunflower|countryside|field,"||Senigallia Hills"
20130714@145901,2013-07-14T15:59:01.000,43.7391869166667,13.1531973833333,"Threshed fields in the hills around Senigallia",,|Europe|Italy|Marche|Ancona|Senigallia|yellow|afternoon|summer|hill|tree|countryside|field|threshed,"||Senigallia Hills"
20130728@153932,2013-07-28T15:39:32.000,43.7244916333333,13.1380499833333,"Trees and sunflowers field",,|Europe|Italy|Marche|Ancona|Senigallia|green|afternoon|summer|hill|tree|flower|sunflower|countryside|field,"||Senigallia Hills"
20130728@154854,2013-07-28T15:48:54.000,43.7204111166667,13.1310666666667,"Tree and sunflowers field",,|Europe|Italy|Marche|Ancona|Senigallia|green|afternoon|summer|hill|tree|flower|sunflower|countryside|field,"||Senigallia Hills"
20130816@213222,2013-08-16T21:32:22.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@213333,2013-08-16T21:33:33.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@213511,2013-08-16T21:35:11.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@213608,2013-08-16T21:36:08.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@214057,2013-08-16T21:40:57.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@214506,2013-08-16T21:45:06.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@214554,2013-08-16T21:45:54.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@214611,2013-08-16T21:46:11.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@215103,2013-08-16T21:51:03.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Sandro Fabiani",""
20130816@215239,2013-08-16T21:52:39.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@215307,2013-08-16T21:53:07.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@215543,2013-08-16T21:55:43.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@215545,2013-08-16T21:55:45.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@215719,2013-08-16T21:57:19.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@215852,2013-08-16T21:58:52.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Sandro Fabiani",""
20130816@220817,2013-08-16T22:08:17.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@221749,2013-08-16T22:17:49.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@221923,2013-08-16T22:19:23.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@223753,2013-08-16T22:37:53.000,43.7053360833333,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20130816@224010,2013-08-16T22:40:10.000,43.7053361166667,13.1865,"L'Altra Opera, Giuseppe Verdi, agricoltore","L'Altra Opera, Giuseppe Verdi, agricoltore. La compagnia Babelia&C. ha proposto un lato inedito del Maestro nello spettacolo 'L'Altra Opera, Giuseppe Verdi, agricoltore', di e con Roberta Biagiarelli e Sandro Fabiani, per la drammaturgia di Renata M. Molinari, che si è tenuto venerdì 16 agosto 2013, ore 21.15, al Museo di Storia della Mezzadria 'Sergio Anselmi' di Senigallia, nell'ambito della nona edizione della rassegna 'Uomini e Paesaggi'.","|night|summer|theatre|L'altra opera di Giuseppe Verdi|Europe|Italy|Marche|Ancona|Senigallia|Museo di Storia della Mezzadria|entertainer|actor|Roberta Biagiarelli|entertainer|actor|Sandro Fabiani",""
20131013@154645,2013-10-13T15:46:45.000,,,"Beach cabins",,|Europe|Italy|Marche|Ancona|Senigallia|beach|afternoon|fall|sea|Mediterranean|Adriatic,""
20131020@155358,2013-10-20T15:53:58.000,43.7202805166667,13.2209611,"Afternoon walking",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|beach|afternoon|fall|sea|Mediterranean|Adriatic|Europe|Italy|Marche|Ancona|Senigallia|Rotonda a mare","||Senigallia City and Seaside"
20131027@161904,2013-10-27T16:19:04.000,43.7194972166667,13.22153055,"Seagull on the beach","Seagull on the beach. Gulls, often referred to as seagulls, are seabirds of the family Laridae in the suborder Lari. They are most closely related to the terns and only distantly related to auks, skimmers, and more distantly to the waders.",|harbor|Europe|Italy|Marche|Ancona|Senigallia|beach|afternoon|bird|seagull|wave|fall|sea|Mediterranean|Adriatic,"||Senigallia City and Seaside"
20131027@163009,2013-10-27T16:30:09.000,43.72263885,13.2225888833333,"Little sailboats",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|afternoon|fall|sea|Mediterranean|Adriatic|boat|sail,"||Senigallia City and Seaside"
20131027@164306,2013-10-27T16:43:06.000,43.7205749833333,13.2209472166667,"Chimney against the sun",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|afternoon|fall,"||Senigallia City and Seaside"
20131027@165035,2013-10-27T16:50:35.000,43.72014165,13.22034445,"Fish weather vane",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|orange|blue|afternoon|fall|outdoor|sky|weather vane|fish weather vane","||Senigallia City and Seaside"
20131027@170201,2013-10-27T17:02:01.000,43.7225361166667,13.2219221833333,"Sailboat leaving Senigallia harbor",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|afternoon|fall|sea|Mediterranean|Adriatic|boat|sail,"||Senigallia City and Seaside"
20131027@170643,2013-10-27T17:06:43.000,43.7225361166667,13.2219221833333,"Flying seagull","Flying seagull. Gulls, often referred to as seagulls, are seabirds of the family Laridae in the suborder Lari. They are most closely related to the terns and only distantly related to auks, skimmers, and more distantly to the waders.",|harbor|Europe|Italy|Marche|Ancona|Senigallia|blue|afternoon|bird|seagull|fall|outdoor|sky,"||Senigallia City and Seaside"
20140102@121527,2014-01-02T12:15:27.000,43.7185583333333,13.2199749833333,"Chimney reflections",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|morning|winter|chimney,"|Senigallia City and Seaside"
20140102@123824,2014-01-02T12:38:24.000,43.7226305166667,13.2219277666667,"Swimming seagull",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|morning|bird|seagull|winter|sea|Mediterranean|Adriatic|swimming,"||Senigallia City and Seaside"
20140102@123829,2014-01-02T12:38:29.000,43.7226305166667,13.2219277666667,"Swimming seagull",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|morning|bird|seagull|winter|sea|Mediterranean|Adriatic|swimming,"||Senigallia City and Seaside"
20140102@124215,2014-01-02T12:42:15.000,43.7226305166667,13.2219277666667,"Red lighthouse reflections",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|lighthouse|red|morning|winter|sea|Mediterranean|Adriatic,"||Senigallia City and Seaside"
20140102@125536,2014-01-02T12:55:36.000,43.7226305166667,13.2219277666667,"Flying seagull","Flying seagull. Gulls, often referred to as seagulls, are seabirds of the family Laridae in the suborder Lari. They are most closely related to the terns and only distantly related to auks, skimmers, and more distantly to the waders.",|harbor|Europe|Italy|Marche|Ancona|Senigallia|morning|bird|seagull|winter|sea|Mediterranean|Adriatic|flying,"||Senigallia City and Seaside"
20140111@190723,2014-01-11T19:07:23.000,43.7218027666667,13.2212305166667,"Senigallia Harbor, at Night",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|lighthouse|street lamp|night|winter","||Senigallia City and Seaside"
20140222@150337,2014-02-22T15:03:37.000,43.7227,13.22261385,"Seascape with a cloud",,|harbor|Europe|Italy|Marche|Ancona|Senigallia|outdoor|horizon|outdoor|seascape|cloud|afternoon|winter|sea|Mediterranean|Adriatic,"||Seascape|Senigallia City and Seaside"
20140405@193312,2014-04-05T19:33:12.000,43.72018055,13.2208666333333,"Seagulls at Dusk",,"|harbor|Europe|Italy|Marche|Ancona|Senigallia|spring|afternoon|sea|Mediterranean|Adriatic|Europe|Italy|Marche|Ancona|Senigallia|Rotonda a mare","||Senigallia City and Seaside"
20140405@120620,2014-04-05T12:06:20.000,43.7077499833333,13.1317527666667,"Green hills",,|Europe|Italy|Marche|Ancona|Senigallia|green|spring|morning|hill|tree|countryside|field,"||Senigallia Hills"
20140405@120714,2014-04-05T12:07:14.000,43.7077499833333,13.1317527666667,"Green hills",,|Europe|Italy|Marche|Ancona|Senigallia|green|spring|morning|hill|tree|countryside|field,"||Senigallia Hills"
20140405@121446,2014-04-05T12:14:46.000,43.7077499833333,13.1317527666667,"Cloudy hills",,|Europe|Italy|Marche|Ancona|Senigallia|green|cloud|spring|morning|blue|hill|outdoor|sky|countryside|field|countryside|field|plowed,"||Senigallia Hills"
20140405@123715,2014-04-05T12:37:15.000,43.7197527833333,13.1216444333333,"Electric poles on the green hill",,"|Europe|Italy|Marche|Ancona|Senigallia|green|cloud|spring|morning|blue|hill|outdoor|sky|countryside|field|utility pole","||Senigallia Hills"
